sickCd,sickNm,sickEngNm
V105,교통사고에서 보행자 또는 동물과 충돌로 다친 자전거의 승객,Passenger of pedal cycle injured in collision with pedestrian or animal in traffic accident
V106,정성혈소판결함(D69.1)환자가 해당상병으로 진료를 받은 당일 외래진료 또는 입원진료,
V107,상세불명의 혈소판감소증(D69.6)환자가 해당상병으로 진료를 받은 당일,
V108,무과립세포증(D70)환자가 해당상병으로 진료를 받은 당일 외래진료 또는 입원진료,
V109,교통사고에서 보행자 또는 동물과 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with pedestrian or animal in traffic accident
V11,다른 자전거와 충돌로 다친 자전거 탑승자,Pedal cyclist injured in collision with other pedal cycle
V110,비교통사고에서 다른 자전거와 충돌로 다친 자전거 운전자,Driver of pedal cycle injured in collision with pedal cycle in nontraffic accident
V111,비교통사고에서 다른 자전거와 충돌로 다친 자전거 승객,Passenger of pedal cycle injured in collision with pedal cycle in nontraffic accident
V112,비교통사고에서 다른 자전거와 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with pedal cycle in nontraffic accident
V113,자전거 승하차중 다른 자전거와 충돌로 다친 사람,Person injured in collision with pedal cycle while boarding or alighting on pedal cycle
V114,교통사고에서 다른 자전거와 충돌로 다친 자전거 운전자,Driver of pedal cycle injured in collision with pedal cycle in traffic accident
V115,교통사고에서 다른 자전거와 충돌로 다친 자전거 승객,Passenger of pedal cycle injured in collision with pedal cycle in traffic accident
V116,"부신의 기타장애(E27.1, E27.2, E27.4)환자가 해당상병으로 진료를 받은 당일",
V117,대사장애(E70~E77)환자가 해당상병으로 진료를 받은 당일,
V118,기타 포르피린증(E80.2)환자가 해당상병으로 진료를 받은 당일,
V119,교통사고에서 다른 자전거와 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with pedal cycle in traffic accident
V12,이륜 또는 삼륜자동차와 충돌로 다친 자전거 탑승자,Pedal cyclist injured in collision with two-or three-wheeled motor vehicle
V120,비교통사고에서 이륜 또는 삼륜자동차와 충돌로 다친 자전거 운전자,Driver of pedal cycle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
V121,비교통사고에서 이륜 또는 삼륜자동차와 충돌로 다친 자전거 승객,Passenger of pedal cycle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
V122,비교통사고에서 이륜 또는 삼륜자동차와 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
V123,자전거 승하차중 이륜 또는 삼륜자동차와 충돌로 다친 사람,Person injured in collision with two- or three-wheeled motor vehicle while boarding or alighting
V124,교통사고에서 이륜 또교통사고에서 이륜 또는 삼륜자동차와 충돌로 다친 자전거 운전자,Driver of pedal cycle injured in collision with two- or three-wheeled motor vehicle in traffic accident
V125,교통사고에서 이륜 또는 삼륜자동차와 충돌로 다친 자전거 승객,Passenger of pedal cycle injured in collision with two- or three-wheeled motor vehicle in traffic accident
V126,염증성 다발 신경병증(G61)환자가 해당상병으로 진료를 받은 당일,
V127,심근질환(I42.0~I42.4)환자가 해당상병으로 진료를 받은 당일,
V128,모야모야병(I67.5)환자가 해당상병으로 진료를 받은 당일 외래진료 또는 입원진료,
V129,교통사고에서 이륜 또는 삼륜자동차와 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in traffic accident
V13,"승용차, 픽업트럭 또는 밴과 충돌로 다친 자전거 탑승자","Pedal cyclist injured in collision with car,pick-up truck or van"
V130,"비교통사고에서 승용차, 픽업트럭 또는 밴과 충돌로 다친 자전거 운전자","Driver of pedal cycle injured in collision with car, pick-up truck or van in nontraffic accident"
V131,"비교통사고에서 승용차, 픽업트럭 또는 밴과 충돌로 다친 자전거 승객","Passenger of pedal cycle injured in collision with car, pick-up truck or van in nontraffic accident"
V132,"비교통사고에서 승용차, 픽업트럭 또는 밴과 충돌로 다친 상세불명의 자전거 탑승자","Unspecified pedal cyclist injured in collision with car, pick-up truck or van in nontraffic accident"
V133,"자전거 승하차중 승용차, 픽업트럭 또는 밴과 충돌로 다친 사람","Person injured in collision with car, pick-up truck or van while boarding or alighting on pedal cycle"
V134,"교통사고에서 승용차, 픽업트럭 또는 밴과 충돌로 다친 자전거 운전자","Driver of pedal cycle injured in collision with car, pick-up truck or van in traffic accident"
V135,"교통사고에서 승용차, 픽업트럭 또는 밴과 충돌로 다친 자전거 승객","Passenger of pedal cycle injured in collision with car, pick-up truck or van in traffic accident"
V136,전신홍반루프스(M32)환자가 해당 상병 관련 진료를 받은 당일 외래진료 또는 입원진료,
V137,피부다발근육염(M33)환자가 해당상병으로 진료를 받은 당일,
V138,전신경화증(M34)환자가 해당상병으로 진료를 받은 당일,
V139,"교통사고에서 승용차, 픽업트럭 또는 밴과 충돌로 다친 상세불명의 자전거 탑승자","Unspecified pedal cyclist injured in collision with car, pick-up truck or van in traffic accident"
V14,대형화물차 또는 버스와 충돌로 다친 자전거 탑승자,Pedal cyclist injured in collision with heavy transport vehicle or bus
V140,비교통사고에서 대형화물차 또는 버스와 충돌로 다친 자전거 운전자,Driver of pedal cycle injured in collision with heavy transport vehicle or bus in nontraffic accident
V141,비교통사고에서 대형화물차 또는 버스와 충돌로 다친 자전거 승객,Passenger of pedal cycle injured in collision with heavy transport vehicle or bus in nontraffic accident
V142,비교통사고에서 대형화물차 또는 버스와 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in nontraffic accident
V143,자전거 승하차중 대형화물차 또는 버스와 충돌로 다친 사람,Person injured in collision with heavy transport vehicle or bus while boarding or alighting on pedal cycle
V144,교통사고에서 대형화물차 또는 버스와 충돌로 다친 자전거 운전자,Driver of pedal cycle injured in collision with heavy transport vehicle or bus in traffic accident
V145,교통사고에서 대형화물차 또는 버스와 충돌로 다친 자전거 승객,Passenger of pedal cycle injured in collision with heavy transport vehicle or bus in traffic accident
V146,형성저하성 우심 증후군(Q22.6)환자가 해당 상병 관련 진료를 받은 당일 외래진료 또는 입원진료,
V147,대동맥판 및 승모판의 선천 기형(Q23)환자가 해당 상병 관련 진료를 받은 당일 외래진료 또는 입원진료,
V148,심장동맥 혈관의 기형(Q24.5)환자가 해당상병으로 진료를 받은 당일 외래진료 또는 입원진료,
V149,교통사고에서 대형화물차 또는 버스와 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in traffic accident
V15,열차 또는 철도차량과 충돌로 다친 자전거 탑승자,Pedal cyclist injured in collision with railway train or railway vehicle
V150,비교통사고에서 열차 또는 철도차량과 충돌로 다친 자전거 운전자,Driver of pedal cycle injured in collision with railway train or railway vehicle in nontraffic accident
V151,비교통사고에서 열차 또는 철도차량과 충돌로 다친 자전거 승객,Passenger of pedal cycle injured in collision with railway train or railway vehicle in nontraffic accident
V152,비교통사고에서 열차 또는 철도차량과 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with railway train or railway vehicle in nontraffic accident
V153,자전거 승하차중 열차 또는 철도차량과 충돌로 다친 사람,Person injured in collision with railway train or railway vehicle while boarding or alighting on pedal cycle
V154,교통사고에서 열차 또는 철도차량과 충돌로 다친 자전거 운전자,Driver of pedal cycle injured in collision with railway train or railway vehicle in traffic accident
V155,교통사고에서 열차 또는 철도차량과 충돌로 다친 자전거 승객,Passenger of pedal cycle injured in collision with railway train or railway vehicle in traffic accident
V156,신경섬유종증(비악성 : 폰 렉클링하우젠병 :Q85.0)환자가 해당상병으로 진료를 받은 당일,
V157,(이상형태증성)태아알코올증후군(Q86.0)환자가 해당상병으로 진료를 받은 당일,
V158,주로 단신과 관련된 선천기형 증후군(프라더-윌리증후군 등 :Q87.1)환자가 해당상병으로 진료를 받은 당일,
V159,교통사고에서 열차 또는 철도차량과 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with railway train or railway vehicle in traffic accident
V16,기타 무동력차량과 충돌로 다친 자전거 탑승자,Pedal cyclist injured in collision with other nonmotor vehicle
V160,비교통사고에서 기타 무동력차량과 충돌로 다친 자전거 운전자,Driver of pedal cycle injured in collision with other nonmotor vehicle in nontraffic accident
V161,비교통사고에서 기타 무동력차량과 충돌로 다친 자전거 승객,Passenger of pedal cycle injured in collision with other nonmotor vehicle in nontraffic accident
V162,비교통사고에서 기타 무동력차량과 충돌로 다친 상세불명의 자전거 탑승자,Unspecified pedal cyclist injured in collision with other nonmotor vehicle in nontraffic accident
V163,자전거 승하차중 기타 무동력차량과 충돌로 다친 자전거 탑승자,Pedal cyclist injured in collision with other nonmotor vehicle while boarding or alighting on pedal cycle
